year,msoa,ltla,ppln_msoa,total_trust_patients,patients_from_msoa_to_trust,total_patients_of_msoa,tfp_msoa,etc_msoa,sex,ag,ag_ppln_msoa,agf_ppln_msoa,ag_trust_factor,msoa_frac_tp,ag_msoa_frac_tp
2011,E02002134,E08000030,8236,129578,18,3175,0.005669291338582677,46.692283464566934,female,0-4,330,0.04006799417192812,0.0002271571323132933,0.00013891246970936425,5.565944026722948e-06
2011,E02002134,E08000030,8236,129578,18,3175,0.005669291338582677,46.692283464566934,male,0-4,341,0.04140359397765906,0.00023472903672373642,0.00013891246970936425,5.75147549428038e-06
2011,E02006177,E07000196,9847,129578,9,2169,0.004149377593360996,40.85892116182573,female,0-4,202,0.02051386208997664,8.511975970944665e-05,6.945623485468212e-05,1.424815623097978e-06
2011,E02006177,E07000196,9847,129578,9,2169,0.004149377593360996,40.85892116182573,male,0-4,243,0.024677566771605566,0.00010239654262076999,6.945623485468212e-05,1.7140108733307358e-06
2011,E02006180,E07000196,6697,129578,16,2506,0.006384676775738229,42.75818036711892,female,0-4,152,0.02269672987905032,0.0001449112841439765,0.0001234777508527682,2.8025411571779557e-06
2011,E02006180,E07000196,6697,129578,16,2506,0.006384676775738229,42.75818036711892,male,0-4,179,0.026728385844407943,0.00017065210435376183,0.0001234777508527682,3.3003609679924606e-06
2011,E02002044,E08000028,7554,129578,19,3056,0.006217277486910994,46.96531413612565,female,0-4,285,0.03772835583796664,0.00023456765736955696,0.00014662982913766226,5.532102370165971e-06
2011,E02002044,E08000028,7554,129578,19,3056,0.006217277486910994,46.96531413612565,male,0-4,332,0.04395022504633307,0.00027325074472523835,0.00014662982913766226,6.444413989105623e-06
2011,E02002043,E08000028,8481,129578,38,3486,0.010900745840504877,92.44922547332186,female,0-4,266,0.0313642259167551,0.0003418934552027234,0.00029325965827532453,9.197862174417677e-06
2011,E02002043,E08000028,8481,129578,38,3486,0.010900745840504877,92.44922547332186,male,0-4,312,0.03678811460912628,0.00040101788730545,0.00029325965827532453,1.0788469918865848e-05
2011,E02006175,E07000196,6665,129578,9,879,0.010238907849829351,68.24232081911262,female,0-4,205,0.03075768942235559,0.00031492514766916983,6.945623485468212e-05,2.136313300106502e-06
2011,E02006175,E07000196,6665,129578,9,879,0.010238907849829351,68.24232081911262,male,0-4,240,0.03600900225056264,0.00036869285580780857,6.945623485468212e-05,2.5010497171978556e-06
2011,E02002139,E08000030,9530,129578,14,3759,0.0037243947858473,35.493482309124765,female,0-4,340,0.035676810073452254,0.00013287452541323,0.00010804303199617219,3.85463073228736e-06
2011,E02002139,E08000030,9530,129578,14,3759,0.0037243947858473,35.493482309124765,male,0-4,370,0.03882476390346275,0.0001445987482438091,0.00010804303199617219,4.1947452086656564e-06
2011,E02002114,E08000030,6029,129578,9,2289,0.003931847968545216,23.705111402359105,female,0-4,119,0.019737933322275667,7.76065530364705e-05,6.945623485468212e-05,1.370922532378035e-06
2011,E02002114,E08000030,6029,129578,9,2289,0.003931847968545216,23.705111402359105,male,0-4,145,0.024050422955714048,9.456260664107751e-05,6.945623485468212e-05,1.6704518251665131e-06
2011,E02002147,E08000030,7864,129578,31,2920,0.010616438356164383,83.4876712328767,female,0-4,283,0.035986775178026446,0.0003820513803146643,0.00023923814227723843,8.609409240139684e-06
2011,E02002147,E08000030,7864,129578,31,2920,0.010616438356164383,83.4876712328767,male,0-4,318,0.040437436419125124,0.0004293015510249585,0.00023923814227723843,9.674177167365438e-06
2011,E02002145,E08000030,6817,129578,23,2590,0.00888030888030888,60.53706563706563,female,0-4,297,0.043567551708962884,0.0003868933163344194,0.0001774992668508543,7.733208486827597e-06
2011,E02002145,E08000030,6817,129578,23,2590,0.00888030888030888,60.53706563706563,male,0-4,319,0.046794777761478654,0.00041555208050733937,0.0001774992668508543,8.306038745111123e-06
2011,E02002132,E08000030,6382,129578,10,2442,0.004095004095004095,26.134316134316133,female,0-4,234,0.03666562206204951,0.00015014587248996525,7.717359428298014e-05,2.8296178411496947e-06
2011,E02002132,E08000030,6382,129578,10,2442,0.004095004095004095,26.134316134316133,male,0-4,234,0.03666562206204951,0.00015014587248996525,7.717359428298014e-05,2.8296178411496947e-06
2011,E02002136,E08000030,7562,129578,27,2823,0.009564293304994687,72.32518597236982,female,0-4,301,0.03980428458079873,0.0003806998525262366,0.00020836870456404636,8.293967214199676e-06
2011,E02002136,E08000030,7562,129578,27,2823,0.009564293304994687,72.32518597236982,male,0-4,329,0.04350700872784977,0.00041611379229611903,0.00020836870456404636,9.065499048078715e-06
2011,E02002142,E08000030,6813,129578,18,2631,0.0068415051311288486,46.611174458380844,female,0-4,301,0.04418024365184207,0.0003022593636386002,0.00013891246970936425,6.137186758038843e-06
2011,E02002142,E08000030,6813,129578,18,2631,0.0068415051311288486,46.611174458380844,male,0-4,345,0.05063848524878908,0.000346443456662183,0.00013891246970936425,7.0343170482505e-06
2011,E02002144,E08000030,6706,129578,11,2463,0.004466098254161592,29.949654892407636,female,0-4,153,0.022815389203698182,0.00010189576989065368,8.489095371127815e-05,1.9368201487959374e-06
2011,E02002144,E08000030,6706,129578,11,2463,0.004466098254161592,29.949654892407636,male,0-4,156,0.023262749776319713,0.00010389372616301943,8.489095371127815e-05,1.974797014458603e-06
2011,E02002140,E08000030,8047,129578,14,3197,0.004379105411323116,35.23866124491711,female,0-4,337,0.04187896110351684,0.00018339238518900086,0.00010804303199617219,4.5247299344737206e-06
2011,E02002140,E08000030,8047,129578,14,3197,0.004379105411323116,35.23866124491711,male,0-4,362,0.044985708959860815,0.00019699716153833327,0.00010804303199617219,4.860392392520732e-06
2011,E02002125,E08000030,5912,129578,10,2484,0.004025764895330112,23.800322061191626,female,0-4,168,0.028416779431664412,0.00011439927307433337,7.717359428298014e-05,2.1930250066882044e-06
2011,E02002125,E08000030,5912,129578,10,2484,0.004025764895330112,23.800322061191626,male,0-4,175,0.029600811907983762,0.00011916590945243059,7.717359428298014e-05,2.284401048633546e-06
2011,E02006178,E07000196,7895,129578,8,2107,0.0037968675842429997,29.976269577598483,female,0-4,191,0.024192526915769473,9.185582122741139e-05,6.17388754263841e-05,1.493619405502136e-06
2011,E02006178,E07000196,7895,129578,8,2107,0.0037968675842429997,29.976269577598483,male,0-4,174,0.022039265357821407,8.36801722176418e-05,6.17388754263841e-05,1.3606794584155586e-06
2011,E02002127,E08000030,8337,129578,13,3457,0.0037604859704946487,31.351171536013887,female,0-4,406,0.04869857262804366,0.0001831302991508729,0.00010032567256787418,4.885717052003948e-06
2011,E02002127,E08000030,8337,129578,13,3457,0.0037604859704946487,31.351171536013887,male,0-4,403,0.04833873095837831,0.00018177711960049698,0.00010032567256787418,4.849615694476825e-06
2011,E02002143,E08000030,10074,129578,11,3685,0.0029850746268656717,30.071641791044776,female,0-4,517,0.051320230295810995,0.00015319471730092834,8.489095371127815e-05,4.356623294493825e-06
2011,E02002143,E08000030,10074,129578,11,3685,0.0029850746268656717,30.071641791044776,male,0-4,487,0.04834226722255311,0.0001443052752912033,8.489095371127815e-05,4.1038211690879945e-06
2011,E02002130,E08000030,6611,129578,11,2474,0.00444624090541633,29.394098625707358,female,0-4,301,0.04553017697776433,0.00020243813530938063,8.489095371127815e-05,3.865100146285694e-06
2011,E02002130,E08000030,6611,129578,11,2474,0.00444624090541633,29.394098625707358,male,0-4,328,0.04961427923158372,0.00022059703781221544,8.489095371127815e-05,4.2118034816668024e-06
2011,E02002135,E08000030,7117,129578,8,2766,0.0028922631959508315,20.584237165582067,female,0-4,310,0.04355767879724603,0.00012598027128632257,6.17388754263841e-05,2.6892021051256247e-06
2011,E02002135,E08000030,7117,129578,8,2766,0.0028922631959508315,20.584237165582067,male,0-4,356,0.050021076296192214,0.00014467411799332528,6.17388754263841e-05,3.088244998144266e-06
2011,E02002171,E08000031,7381,129578,36,2850,0.01263157894736842,93.23368421052632,female,0-4,250,0.033870749220972766,0.00042784104279123495,0.0002778249394187285,9.410138850383703e-06
2011,E02002171,E08000031,7381,129578,36,2850,0.01263157894736842,93.23368421052632,male,0-4,257,0.034819130199160005,0.00043982059198938953,0.0002778249394187285,9.673622738194448e-06
2011,E02002045,E08000028,7763,129578,38,3284,0.011571254567600487,89.82764920828258,female,0-4,276,0.035553265490145564,0.0004113958856959596,0.00029325965827532453,1.0426338488211977e-05
2011,E02002045,E08000028,7763,129578,38,3284,0.011571254567600487,89.82764920828258,male,0-4,290,0.037356692000515265,0.0004322637929414068,0.00029325965827532453,1.0955210730367656e-05
2011,E02002052,E08000028,10669,129578,56,4346,0.012885411872986655,137.47445927289462,female,0-4,417,0.0390852001124754,0.0005036289015873498,0.00043217212798468875,1.6891534105315888e-05
2011,E02002052,E08000028,10669,129578,56,4346,0.012885411872986655,137.47445927289462,male,0-4,430,0.040303683569219234,0.0005193295627879147,0.00043217212798468875,1.741812869373101e-05
2011,E02002046,E08000028,5643,129578,20,2201,0.009086778736937756,51.27669241253976,female,0-4,224,0.03969519758993443,0.00036070147741875904,0.00015434718856596028,6.126842147576662e-06
2011,E02002046,E08000028,5643,129578,20,2201,0.009086778736937756,51.27669241253976,male,0-4,222,0.03934077618288145,0.0003574809285132344,0.00015434718856596028,6.072138199830442e-06
2011,E02002170,E08000031,6274,129578,23,2190,0.010502283105022832,65.89132420091325,female,0-4,214,0.03410902135798534,0.00035822259873683236,0.0001774992668508543,6.0543262840425285e-06
2011,E02002170,E08000031,6274,129578,23,2190,0.010502283105022832,65.89132420091325,male,0-4,200,0.031877590054191905,0.0003347874754549835,0.0001774992668508543,5.658248863591148e-06
2011,E02002148,E08000030,10993,129578,13,4327,0.0030043910330483014,33.02727062629998,female,0-4,246,0.022377876830710453,6.723189248884583e-05,0.00010032567256787418,2.2450755436820748e-06
2011,E02002148,E08000030,10993,129578,13,4327,0.0030043910330483014,33.02727062629998,male,0-4,242,0.02201400891476394,6.613869098496216e-05,0.00010032567256787418,2.20857025028887e-06
2011,E02002153,E08000031,7492,129578,13,2967,0.004381530165149983,32.82642399730367,female,0-4,190,0.025360384410037372,0.0001111172892923781,0.00010032567256787418,2.5442976225168303e-06
2011,E02002153,E08000031,7492,129578,13,2967,0.004381530165149983,32.82642399730367,male,0-4,188,0.025093432995194873,0.00010994763361561623,0.00010032567256787418,2.5175155422798113e-06
2011,E02002047,E08000028,6459,129578,107,2868,0.03730822873082287,240.97384937238493,female,0-4,171,0.026474686483975846,0.0009877236589209957,0.0008257574588278875,2.1861669834272914e-05
2011,E02002047,E08000028,6459,129578,107,2868,0.03730822873082287,240.97384937238493,male,0-4,181,0.02802291376374052,0.0010454852764017557,0.0008257574588278875,2.3140130058499403e-05
2011,E02002175,E08000031,7039,129578,43,2744,0.01567055393586006,110.30502915451896,female,0-4,264,0.03750532746128712,0.0005877292568641933,0.00033184645541681456,1.2446009977275046e-05
2011,E02002175,E08000031,7039,129578,43,2744,0.01567055393586006,110.30502915451896,male,0-4,289,0.04105696831936355,0.0006433854364914842,0.00033184645541681456,1.3624609406941245e-05
2011,E02006184,E07000196,5455,129578,38,1666,0.022809123649459785,124.42376950780313,female,0-4,158,0.028964252978918425,0.0006606492276103842,0.00029325965827532453,8.494046930797668e-06
2011,E02006184,E07000196,5455,129578,38,1666,0.022809123649459785,124.42376950780313,male,0-4,161,0.029514207149404215,0.0006731932002865307,0.00029325965827532453,8.65532630290142e-06
2011,E02001873,E08000025,10550,129578,19,4409,0.004309367203447494,45.46382399637106,female,0-4,503,0.047677725118483415,0.0002054608249605772,0.00014662982913766226,6.990976687795651e-06
2011,E02001873,E08000025,10550,129578,19,4409,0.004309367203447494,45.46382399637106,male,0-4,506,0.04796208530805687,0.00020668623743549117,0.00014662982913766226,7.032672373806361e-06
2011,E02002004,E08000027,7532,129578,2585,3132,0.8253512132822478,6216.545338441891,female,0-4,230,0.030536378120021242,0.025203236730605018,0.019949374122150365,0.0006091816314517504
2011,E02002004,E08000027,7532,129578,2585,3132,0.8253512132822478,6216.545338441891,male,0-4,289,0.03836962294211365,0.031668414848455874,0.019949374122150365,0.0007654499629980691
2011,E02001920,E08000025,7601,129578,50,2965,0.016863406408094434,128.1787521079258,female,0-4,302,0.03973161426128141,0.0006700103585376291,0.0003858679714149007,1.5331157396039998e-05
2011,E02001920,E08000025,7601,129578,50,2965,0.016863406408094434,128.1787521079258,male,0-4,290,0.03815287462176029,0.000643387430383816,0.0003858679714149007,1.4721972333945691e-05
2011,E02002005,E08000027,8131,129578,2710,3257,0.8320540374577833,6765.431378569236,female,0-4,324,0.039847497232812695,0.03315527095514965,0.020914044050687617,0.0008333723124366976
