year,ltla,ppln_ltla,patients_from_ltla_to_trust,total_patients_of_ltla,tfp_ltla,etc_ltla,sex,ag,ag_ppln_ltla,agf_ppln_ltla,ag_trust_factor
2012,E06000035,268130,28,99850,0.00028042063094641965,75.1891837756635,female,0-4,8716,0.032506619923171595,9.115526868791234e-06
2012,E06000035,268130,28,99850,0.00028042063094641965,75.1891837756635,male,0-4,9113,0.03398724499310036,9.530724685095744e-06
2012,E06000036,115089,263,40253,0.006533674508732269,751.9540655354881,female,0-4,4091,0.03554640321837882,0.00023224862858504036
2012,E06000036,115089,263,40253,0.006533674508732269,751.9540655354881,male,0-4,4101,0.03563329249537315,0.0002328163348392204
2012,E06000040,145742,72,52599,0.0013688473164889066,199.4985455997262,female,0-4,4547,0.031198968039412113,4.270662367797243e-05
2012,E06000040,145742,72,52599,0.0013688473164889066,199.4985455997262,male,0-4,4889,0.03354558054644509,4.591877791106383e-05
2012,E06000041,156658,28,45217,0.0006192361280049539,97.00829334100007,female,0-4,4940,0.03153365930881283,1.9526781092216625e-05
2012,E06000041,156658,28,45217,0.0006192361280049539,97.00829334100007,male,0-4,5316,0.03393379208211518,2.1013030017454167e-05
2012,E06000043,275724,97,88647,0.0010942276670389297,301.70482926664187,female,0-4,7510,0.027237382309846077,2.9803897301150285e-05
2012,E06000043,275724,97,88647,0.0010942276670389297,301.70482926664187,male,0-4,7760,0.02814408611510061,3.079603769066927e-05
2012,E06000044,206517,8,67693,0.00011818060951649358,24.406304935517703,female,0-4,6719,0.03253485185238988,3.844988622444256e-06
2012,E06000044,206517,8,67693,0.00011818060951649358,24.406304935517703,male,0-4,6846,0.03314981333255858,3.917665144999758e-06
2012,E06000058,382788,8,171527,4.663988759787089e-05,17.853189293813802,female,0-4,10561,0.027589684107129794,1.2867797656172986e-06
2012,E06000058,382788,8,171527,4.663988759787089e-05,17.853189293813802,male,0-4,11119,0.02904741005465166,1.3547679399582183e-06
2012,E07000041,119040,8,42412,0.00018862586060548902,22.454022446477413,female,0-4,3417,0.028704637096774194,5.414436875747278e-06
2012,E07000041,119040,8,42412,0.00018862586060548902,22.454022446477413,male,0-4,3564,0.029939516129032256,5.647366995950629e-06
2012,E07000061,99901,55,40516,0.0013574883996445848,135.61444861289365,female,0-4,2638,0.026406142080659854,3.584603155386247e-05
2012,E07000061,99901,55,40516,0.0013574883996445848,135.61444861289365,male,0-4,2864,0.028668381697880902,3.891699559145645e-05
2012,E07000062,90377,46,35671,0.0012895629502957585,116.54683075887976,female,0-4,2766,0.030605131836639852,3.946724410544793e-05
2012,E07000062,90377,46,35671,0.0012895629502957585,116.54683075887976,male,0-4,2896,0.03204355090343782,4.1322176040989595e-05
2012,E07000063,98695,26,36356,0.000715150181538123,70.58174716690505,female,0-4,2450,0.024823952581184458,1.7752854194927822e-05
2012,E07000063,98695,26,36356,0.000715150181538123,70.58174716690505,male,0-4,2767,0.028035868078423426,2.004985614586338e-05
2012,E07000064,91065,45,36343,0.0012382026800209119,112.75692705610433,female,0-4,2012,0.022094108603744576,2.735698448582962e-05
2012,E07000064,91065,45,36343,0.0012382026800209119,112.75692705610433,male,0-4,2072,0.022752978641629604,2.8172799132524342e-05
2012,E07000065,151050,16,57145,0.00027998950039373526,42.29241403447371,female,0-4,3624,0.023992055610724927,6.717523663865585e-06
2012,E07000065,151050,16,57145,0.00027998950039373526,42.29241403447371,male,0-4,4026,0.026653426017874876,7.462679434526171e-06
2012,E07000067,148375,8,47302,0.00016912604118219103,25.094076360407595,female,0-4,4538,0.030584667228306654,5.172663689198199e-06
2012,E07000067,148375,8,47302,0.00016912604118219103,25.094076360407595,male,0-4,4861,0.03276158382476833,5.540836975141572e-06
