date,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+,unassigned
2020-03-06,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-03-11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-03-12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-03-13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2020-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2020-03-16,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
2020-03-17,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0
2020-03-18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0
2020-03-19,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0
2020-03-20,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,3,1,0,0
2020-03-21,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2020-03-22,0,0,0,0,0,0,1,0,1,0,3,1,2,0,1,0,0,0,0,0
2020-03-23,0,0,0,0,0,0,0,1,1,3,2,1,2,2,0,1,1,2,0,0
2020-03-24,0,1,0,0,0,0,0,1,0,2,1,1,1,0,1,2,3,1,0,0
2020-03-25,0,0,0,0,1,0,1,2,1,0,0,0,0,2,2,1,1,3,1,0
2020-03-26,0,0,0,0,0,0,1,1,1,0,1,3,0,2,0,1,0,2,0,0
2020-03-27,0,0,0,0,0,0,1,2,2,2,0,4,2,1,1,0,1,1,2,0
2020-03-28,0,0,0,0,0,0,1,0,1,0,2,3,2,0,0,0,1,0,1,0
2020-03-29,0,0,0,0,0,2,1,0,1,0,0,5,1,0,0,0,0,2,3,0
2020-03-30,1,0,0,1,0,1,1,1,1,0,2,0,1,1,0,1,0,1,0,0
2020-03-31,0,0,0,0,0,0,1,0,2,1,1,1,0,1,1,2,2,4,0,0
2020-04-01,0,0,0,0,0,1,0,1,1,0,1,1,1,1,3,3,0,2,0,0
2020-04-02,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0
2020-04-03,0,0,0,0,0,0,1,1,0,0,0,2,1,1,1,3,3,0,2,0
2020-04-04,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,0,1,0,1,0
2020-04-05,0,0,0,0,0,0,1,0,1,0,0,2,0,3,0,0,0,0,0,0
2020-04-06,1,0,1,0,0,1,1,0,0,2,0,0,1,0,0,0,0,4,0,0
2020-04-07,1,0,0,0,0,0,0,0,1,0,2,2,0,2,2,2,0,1,1,0
2020-04-08,0,0,0,0,0,3,0,1,0,1,0,0,0,0,2,1,1,0,0,0
2020-04-09,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,1,0,0,3,0
2020-04-10,0,0,0,1,0,0,0,1,2,1,3,1,0,0,0,0,0,1,2,0
2020-04-11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0
2020-04-12,0,0,0,0,0,0,1,0,0,0,2,1,1,0,1,0,0,2,2,0
2020-04-13,0,0,0,0,0,0,0,0,0,1,1,0,3,0,1,0,1,1,0,0
2020-04-14,0,0,0,0,1,0,0,0,1,0,2,0,2,1,0,0,0,1,1,0
2020-04-15,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,2,0
2020-04-16,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,3,1,1,0
2020-04-17,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,2,1,0,0,0
2020-04-18,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,2,0
2020-04-19,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,1,0,4,0
2020-04-20,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,1,0,0,0
2020-04-21,0,0,0,0,1,0,2,1,0,2,4,0,0,0,0,0,0,0,0,0
2020-04-22,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
2020-04-23,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
2020-04-24,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0
2020-04-25,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0
2020-04-26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-04-27,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,3,0
2020-04-28,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,1,0,1,0
2020-04-29,0,0,0,0,1,1,1,0,1,1,1,0,0,2,2,0,1,3,1,0
2020-04-30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,7,0
2020-05-01,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,2,0
2020-05-02,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2020-05-03,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0
2020-05-04,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0
2020-05-05,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-05-06,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2020-05-07,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0
2020-05-08,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2020-05-09,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-05-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-11,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2020-05-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-05-13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2020-05-14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-15,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
2020-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-05-17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-05-21,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-05-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2020-05-25,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2020-05-26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2020-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2020-05-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-06-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2020-06-04,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2020-06-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-08,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-09,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2020-06-10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
