date,12-15,16-17,18-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+
2021-06-10,0.0,0.0,9.0,13.0,32.0,31.0,41.0,42.0,128.0,116.0,31.0,8.0,1.0,0.0,0.0,0.0,0.0
2021-06-11,0.0,0.0,8.0,6.0,23.0,17.0,28.0,39.0,107.0,79.0,21.0,1.0,3.0,0.0,0.0,0.0,0.0
2021-06-12,0.0,0.0,10.0,7.0,8.0,12.0,21.0,56.0,104.0,96.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0
2021-06-13,0.0,0.0,6.0,12.0,13.0,18.0,11.0,15.0,120.0,78.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-06-14,0.0,0.0,16.0,20.0,33.0,31.0,71.0,116.0,137.0,59.0,18.0,2.0,1.0,0.0,2.0,0.0,0.0
2021-06-15,0.0,0.0,20.0,14.0,21.0,30.0,79.0,98.0,101.0,76.0,15.0,3.0,3.0,0.0,0.0,0.0,1.0
2021-06-16,0.0,1.0,15.0,19.0,33.0,48.0,94.0,85.0,103.0,63.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0
2021-06-17,0.0,0.0,21.0,38.0,24.0,13.0,20.0,28.0,65.0,34.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0
2021-06-18,0.0,2.0,9.0,18.0,20.0,26.0,75.0,97.0,81.0,37.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-19,0.0,0.0,11.0,8.0,9.0,15.0,45.0,101.0,102.0,59.0,14.0,3.0,2.0,1.0,0.0,0.0,0.0
2021-06-20,0.0,0.0,1.0,5.0,11.0,7.0,37.0,44.0,41.0,29.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-06-21,0.0,2.0,29.0,19.0,21.0,35.0,31.0,19.0,36.0,28.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-22,0.0,0.0,32.0,22.0,20.0,37.0,29.0,41.0,24.0,24.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
2021-06-23,0.0,0.0,35.0,17.0,19.0,25.0,36.0,34.0,19.0,13.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0
2021-06-24,0.0,2.0,23.0,19.0,32.0,30.0,50.0,65.0,18.0,15.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-06-25,0.0,1.0,31.0,9.0,25.0,34.0,46.0,51.0,28.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-26,0.0,0.0,10.0,5.0,18.0,22.0,42.0,52.0,17.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-27,0.0,0.0,16.0,8.0,11.0,30.0,56.0,49.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-06-28,0.0,0.0,15.0,6.0,16.0,23.0,29.0,44.0,13.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-29,0.0,0.0,26.0,12.0,16.0,26.0,38.0,45.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-30,0.0,1.0,28.0,17.0,21.0,18.0,52.0,50.0,10.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-07-01,0.0,0.0,23.0,13.0,14.0,24.0,40.0,32.0,4.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
2021-07-02,0.0,0.0,14.0,10.0,23.0,33.0,33.0,36.0,5.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-07-03,0.0,1.0,22.0,9.0,17.0,22.0,33.0,56.0,12.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-07-04,0.0,0.0,39.0,12.0,14.0,17.0,54.0,30.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-05,0.0,0.0,10.0,7.0,15.0,12.0,40.0,35.0,9.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-07-06,0.0,0.0,27.0,16.0,21.0,19.0,21.0,31.0,5.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2021-07-07,0.0,0.0,34.0,24.0,19.0,15.0,27.0,20.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-07-08,0.0,0.0,18.0,12.0,13.0,24.0,25.0,32.0,11.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-09,0.0,0.0,19.0,13.0,21.0,28.0,34.0,30.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-10,0.0,2.0,10.0,12.0,9.0,20.0,25.0,47.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-07-11,0.0,1.0,7.0,8.0,11.0,11.0,17.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-12,0.0,0.0,9.0,8.0,10.0,9.0,13.0,18.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-13,0.0,1.0,44.0,10.0,18.0,18.0,17.0,14.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-07-14,0.0,2.0,43.0,21.0,16.0,20.0,27.0,19.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-15,0.0,1.0,24.0,15.0,27.0,26.0,32.0,21.0,5.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-16,0.0,1.0,35.0,22.0,25.0,32.0,31.0,13.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-17,0.0,1.0,32.0,19.0,26.0,27.0,24.0,28.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-18,0.0,5.0,27.0,23.0,17.0,25.0,23.0,10.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-19,0.0,0.0,28.0,10.0,14.0,24.0,7.0,16.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-20,0.0,1.0,29.0,12.0,19.0,24.0,11.0,5.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-21,0.0,3.0,48.0,23.0,15.0,30.0,13.0,7.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-22,0.0,2.0,24.0,21.0,27.0,23.0,18.0,16.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-07-23,0.0,0.0,33.0,24.0,62.0,43.0,25.0,20.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-07-24,0.0,1.0,16.0,5.0,33.0,32.0,38.0,25.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2021-07-25,0.0,1.0,16.0,14.0,22.0,17.0,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-26,0.0,0.0,11.0,11.0,14.0,17.0,16.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-27,0.0,0.0,17.0,8.0,19.0,24.0,10.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-28,0.0,1.0,28.0,16.0,29.0,29.0,5.0,9.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-29,0.0,1.0,11.0,7.0,5.0,12.0,7.0,5.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-07-30,0.0,1.0,8.0,7.0,6.0,13.0,6.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2021-07-31,0.0,0.0,9.0,9.0,14.0,13.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-01,0.0,0.0,6.0,7.0,5.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-08-02,0.0,1.0,6.0,4.0,10.0,7.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-03,0.0,1.0,14.0,18.0,22.0,33.0,6.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-08-04,0.0,2.0,20.0,16.0,20.0,19.0,6.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-08-05,0.0,9.0,150.0,78.0,43.0,48.0,16.0,15.0,6.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
2021-08-06,0.0,0.0,16.0,57.0,31.0,25.0,9.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-07,0.0,0.0,16.0,30.0,29.0,24.0,9.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-08-08,0.0,1.0,14.0,8.0,7.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-09,0.0,0.0,13.0,22.0,7.0,8.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-10,0.0,0.0,24.0,30.0,22.0,17.0,6.0,7.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-08-11,0.0,0.0,26.0,26.0,24.0,8.0,5.0,4.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
2021-08-12,0.0,1.0,13.0,20.0,9.0,13.0,6.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2021-08-13,0.0,3.0,38.0,26.0,39.0,34.0,16.0,5.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
2021-08-14,0.0,1.0,28.0,26.0,36.0,20.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-15,0.0,0.0,22.0,18.0,7.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-16,0.0,0.0,60.0,22.0,29.0,13.0,9.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-17,0.0,1.0,36.0,12.0,14.0,13.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-18,0.0,1.0,30.0,19.0,16.0,6.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-08-19,0.0,3.0,35.0,15.0,15.0,12.0,6.0,5.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
2021-08-20,0.0,0.0,44.0,15.0,52.0,20.0,5.0,9.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-08-21,0.0,0.0,38.0,15.0,24.0,18.0,8.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-22,0.0,1.0,14.0,8.0,5.0,5.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-23,0.0,3.0,40.0,12.0,16.0,8.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-24,0.0,0.0,16.0,10.0,14.0,6.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-25,0.0,0.0,28.0,15.0,10.0,4.0,4.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-26,0.0,0.0,17.0,11.0,12.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-27,0.0,0.0,23.0,33.0,25.0,15.0,5.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-28,0.0,0.0,18.0,9.0,12.0,5.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-08-29,0.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-30,0.0,0.0,6.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-31,0.0,1.0,19.0,18.0,11.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-01,0.0,1.0,8.0,11.0,11.0,7.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-02,0.0,4.0,14.0,10.0,8.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-09-03,0.0,1.0,13.0,10.0,9.0,8.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-09-04,0.0,2.0,23.0,12.0,12.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-05,0.0,1.0,11.0,13.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-06,0.0,1.0,21.0,3.0,1.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-07,0.0,0.0,16.0,14.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-08,0.0,1.0,9.0,9.0,7.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-09,0.0,7.0,22.0,14.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-10,0.0,2.0,8.0,18.0,11.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-11,0.0,4.0,21.0,6.0,8.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-12,0.0,2.0,12.0,7.0,5.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-13,0.0,0.0,8.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-14,0.0,0.0,8.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-09-15,0.0,0.0,12.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-16,0.0,3.0,7.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-17,0.0,2.0,19.0,8.0,5.0,5.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-18,0.0,2.0,19.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-19,0.0,3.0,8.0,4.0,3.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-20,0.0,1.0,8.0,5.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-21,0.0,1.0,6.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-22,0.0,1.0,5.0,7.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0
2021-09-23,0.0,1.0,7.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0
2021-09-24,0.0,0.0,6.0,2.0,6.0,5.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,6.0,1.0,0.0
2021-09-25,0.0,0.0,9.0,7.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2021-09-26,0.0,3.0,8.0,4.0,4.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-09-27,0.0,0.0,4.0,2.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
2021-09-28,0.0,1.0,5.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0
2021-09-29,0.0,1.0,8.0,5.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,3.0,1.0
2021-09-30,1.0,1.0,5.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0
2021-10-01,0.0,1.0,9.0,12.0,6.0,5.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0
2021-10-02,0.0,1.0,10.0,3.0,4.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-03,0.0,0.0,9.0,2.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-04,0.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2021-10-05,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-10-06,0.0,1.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2021-10-07,0.0,2.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-10-08,0.0,5.0,9.0,9.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2021-10-09,0.0,2.0,8.0,7.0,4.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-10,0.0,5.0,6.0,2.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2021-10-11,0.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-10-12,0.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-10-13,2.0,3.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0
2021-10-14,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2021-10-15,0.0,2.0,9.0,4.0,8.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2021-10-16,0.0,4.0,11.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-10-17,0.0,11.0,9.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-18,0.0,3.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-19,0.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-20,0.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-21,7.0,1.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
2021-10-22,0.0,4.0,8.0,8.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-23,0.0,6.0,9.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-24,1.0,4.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-10-25,0.0,1.0,8.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-26,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-10-27,0.0,7.0,6.0,3.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2021-10-28,10.0,0.0,2.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-29,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-30,1.0,2.0,6.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-31,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,0.0,3.0,4.0,4.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-02,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-03,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-04,0.0,2.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-05,0.0,4.0,6.0,4.0,5.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-06,0.0,6.0,4.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-07,0.0,3.0,4.0,5.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-08,0.0,5.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-09,0.0,2.0,7.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-11-10,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2021-11-11,0.0,0.0,3.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
2021-11-12,0.0,2.0,4.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2021-11-13,0.0,9.0,10.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-14,0.0,5.0,7.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-11-15,0.0,2.0,4.0,4.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-16,0.0,2.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-17,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-18,0.0,1.0,2.0,4.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-11-19,0.0,6.0,8.0,2.0,6.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-20,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-21,0.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-22,0.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
2021-11-23,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-24,0.0,4.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-11-25,1.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-26,0.0,9.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-27,0.0,5.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-11-28,0.0,10.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-29,0.0,33.0,5.0,5.0,3.0,4.0,2.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-30,0.0,33.0,7.0,3.0,5.0,3.0,3.0,1.0,0.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,0.0,46.0,11.0,1.0,7.0,5.0,0.0,0.0,2.0,9.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0
2021-12-02,1.0,4.0,0.0,2.0,3.0,3.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-12-03,0.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-04,0.0,8.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-05,1.0,7.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-06,0.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-07,0.0,6.0,6.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-08,0.0,8.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-09,0.0,18.0,6.0,5.0,0.0,2.0,3.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-10,0.0,8.0,4.0,5.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-11,0.0,9.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
